violation_code,violation_description,violation_key
54,GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED NO COMMERCIAL DUMPSTER AVAILABLE ON PREMISE FOR TRASH REMOVAL. INSTRUCTED TO PROVIDE. PRIORITY FOUNDATION VIOLATION. 7-38-020 (b). NO CITATION ISSUED. | 55. PHYSICAL FACIL,121
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOOR DRAIN COVER LOOSE BY 2-COMPARTMENT SINK. MUST REATTACH SAID FLOOR DRAIN AND MAINTAIN.",122
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MEDIUM SIZED HOLE IN WALL NEAR WOMEN'S RESTROOM. INSTRUCTED PERSON IN CHARGE TO REPAIR AND MAINTAIN.",123
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SOME WATER STAINED CEILING TILE; INSTRUCTED TO REPLACE TILE WHERE NEEDED.",124
59,PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED - Comments: 8-404.13 (B:3): OBSERVED CONTINUED NON-COMPLIANCE. PRIORITY VIOLATIONS WERE NOT CORRECTED AS FOLLOWS: #55: OBSERVED LARGE HOLES IN WALL ON THE WALL BEHIND THREE COMPARTMENT SINK. INSTRUCTED,125
DAL_046822,Violation Description - 1,126
DAL_050152,Violation Description - 1,127
DAL_067533,Violation Description - 1,128
DAL_069566,Violation Description - 1,129
DAL_070047,Violation Description - 1,130
DAL_071125,Violation Description - 1,131
DAL_072514,Violation Description - 1,132
DAL_074809,Violation Description - 1,133
DAL_075774,Violation Description - 1,134
DAL_077008,Violation Description - 1,135
DAL_082596,Violation Description - 1,136
DAL_086541,Violation Description - 1,137
DAL_089352,Violation Description - 1,138
DAL_090093,Violation Description - 1,139
DAL_100924,Violation Description - 1,140
DAL_101323,Violation Description - 1,141
DAL_101378,Violation Description - 1,142
DAL_114206,Violation Description - 1,143
DAL_118259,Violation Description - 1,144
DAL_144643,Violation Description - 1,145
DAL_145925,Violation Description - 1,146
DAL_147250,Violation Description - 1,147
DAL_150135,Violation Description - 1,148
DAL_157750,Violation Description - 1,149
DAL_162314,Violation Description - 1,150
DAL_162969,Violation Description - 1,151
DAL_164290,Violation Description - 1,152
DAL_164806,Violation Description - 1,153
DAL_166756,Violation Description - 1,154
DAL_166884,Violation Description - 1,155
DAL_169783,Violation Description - 1,156
DAL_173268,Violation Description - 1,157
DAL_175702,Violation Description - 1,158
DAL_192800,Violation Description - 1,159
DAL_199760,Violation Description - 1,160
DAL_200394,Violation Description - 1,161
DAL_212534,Violation Description - 1,162
DAL_216200,Violation Description - 1,163
DAL_224702,Violation Description - 1,164
DAL_235308,Violation Description - 1,165
DAL_242594,Violation Description - 1,166
1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: OBSERVED NO CITY OF CHICAGO CERTIFIED FOODSERVICE MANAGER ON PREMISES. CORRECTED ON SITE CITY OF CHICAGO CERTIFIED FOODSERVICE MANAGER ARRIVED ON SITE AT 12:50PM. INSTRU",167
1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: PIC DOESN'T HAVE A CERTIFIED FOOD MANAGERS CERTIFCATE. MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION 7-38-012) | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE",168
1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: PIC DOESN'T HAVE A FOOD MANAGER CERTIFICATE.MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION 7-38-012) | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments:",169
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO ADDITIONAL EXPOSED HAND WASHING SINK AT THE FRONT FOOD PREPARATION AREA THAT IS CONVENIENT TO USE. MANAGEMENT INSTRUCTED TO INSTALL AN ADDITIONAL EXPOSED HAND WASHING,170
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGN AT HAND WASHING SINK IN 15TH FLOOR PANTRY. INSTRUCTED MANAGER TO PROVIDE HAND WASHING SIGNS AT ALL HAND WASHING SINKS USED BY EMPLOYEES. | 39. CONTA,171
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGN AT HAND WASHING SINK IN FRONT PREP AREA. INSTRUCTED MANAGER TO PROVIDE. | 22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED COLD TCS FOOD ST,172
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HANDWASHING SIGNAGE AT ANY OF THE EXPOSED HANDSINKS LOCATED IN THE FRONT BAR AND REAR PREPARATION AREA. INSTRUCTED THE PERSON IN CHARGE TO PROVIDE HANDWASHING SIGNAGE,173
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HANDWASHING SIGNAGE AT HAND SINK FRONT PREP AREA.MUST PROVIDE AND MAINTAIN. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: FOUND NO HAN,174
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HOT RNNING WATER AT EMPLOYEE WOMEN BATHROOM HANDWASHING SINKS. TEMPERATURE OF WATER WAS 90.5F AT THE TIME OF INSPECTION. ALSO OBSERVED NO HOT RNNING WATER AT SERVER S,175
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HOT WATER AT HAND WASHING SINKS IN BOYS FIRST FLOOR SOUTH WASHROOM (68.3F),RIGHT SINK IN BOYS FIRST FLOOR NORTH WASHROOM(88F), RIGHT SINK IN BOYS SECOND FLOOR SOUTH W",176
16,"FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: ICE CHUTE AT SELF SERVE ICE MACHINE NOT CLEAN . ICE IS USED FOR HUMAN CONSUMPTION. INSTRUCTED TO CLEAN, SANITIZE AND MAINTAIN UNIT. | 50. HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE - Comments:",177
16,"FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: NOTED TOP INTERIOR OF ICE BIN NOT CLEAN. INSTRUCTED TO REMOVE ICE, CLEAN AND SANITIZE ALL SURFACES AND MAINTAIN. | 22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED IMPROPER INTERNAL TEMP",178
19,"PROPER REHEATING PROCEDURES FOR HOT HOLDING - Comments: OBSERVED ASSORTED COOKED PORK AND BEEF SLOWLY REHEATED IN A HOT WATER BATH ON THE STOVE TOP. PORK WAS NOTED AT 119.6F, 121.6F, BEEF AT 116.9F, AND 62.6F. ALL FOODS DISCARDED. REVIEWED PROPER REH",179
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: 2-101.11 OBSERVED NO CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER ON SITE. INSTRUCTED TO ALWAYS HAVE A CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER ON SITE AND AN ORIGINAL AND VALID,180
2,"CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NO CITY OF CHICAGO CERTIFIED FOOD MANAGER ON SITE DURING THE INSPECTION WHILE THE TEMPERATURE CONTROL FOR SAFETY FOODS (CHICKEN, PORK, AND BEEF) ARE BEING PREPARED. INSTRUCTED A CITY OF C",181
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NO CITY OF CHICAGO FOOD SANITATION CERTIFICATE POSTED ON THE PREMISES. PREMISES COOKS AND SERVES HAMBURGERS AND CHICKEN WINGS. MANAGEMENT INSTRUCTED THAT A CERTIFIED FOOD MANAGER MUST BE,182
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NO CITY OF CHICAGO FOOD SERVICE MANAGERS CERTIFICATE AS REQUIRED; MUST OBTAIN.  SEE COMMENTS BELOW.   PRIORITY FOUNDATION VIOLATION 7-38-012.  NO CITATION ISSUED.,183
2,"CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: THE PERSON IN CHARGE DID NOT HAVE A CITY OF CHICAGO FOOD SANITATION LICENSE AVAILABLE OR POSTED ONSITE, WHILE TCS FOODS, MILK, ARE BEING SERVED. INSTRUCTED TO HAVE A CERTIFIED MANAGER ONS",184
23,"PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED NO DATE MARKING ON READY TO EAT FOODS IN WALK IN COOLER SUCH AS EGGROLLS, CRAB RAGOON AND SWEET AND SOUR CHICKEN. INSTRUCTED TO PROVIDE A DATE MARKING SYSTEM FOR READY TO EAT FOODS. PRIORITY FO",185
36,THERMOMETERS PROVIDED & ACCURATE - Comments: NO THERMOMETERS IN REACH IN COOLERS OR HOT HOLDING UNITS. INSTRUCTED TO INSTALL AND MAINTAIN. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: BULK FOOD CONTAINERS IN NEED OF LABELING. INSTRUCTE,186
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments:  6-202.15 : OBSERVED A GAP IN CENTER OF FRONT DOUBLE ENTRY DOORS ,AROUND LEFT SIDE OF DOOR FRAME AND ALONG BOTTOM OF REAR DOOR.MUST MAKE DOORS TIGHT FITTING TO PREVENT RODENT ENTRY. | 47. FOOD & NON",187
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED APPROXIMATELY 60 MOUSE DROPPINGS SCATTERED IN DRY STORAGE CLOSET. INSTRUCTED PERSON IN CHARGE TO REMOVE ALL MOUSE DROPPINGS, SANITIZE ALL AREAS, AND INFORM PEST CONTROL OF NEED FOR SERVICE.",188
39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: FOUND NO FOOD GUARD BETWEEN POPSICLE MAKER AND 3 COMPARTMENT SINK.MUST PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND CEILING ABOVE PAR",189
44,"UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: OBSERVED CLEAN MULTI-USE CONTAINERS IMPROPERLY STORED INSIDE SINK IN BAR AREA. INSTRUCTED MANAGER TO REMOVE AND PROPERLY STORE, COVER AND INVERT ALL CLEAN MULTI-USE EQUIPMENT",190
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments:  OBSERVED CARDBOARD USED AS LINER ON SHELVING IN REAR PREP AREA. INSTRUCTED MANAGER TO REMOVE ALL CARDBOARD AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFAC",191
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: INTERIOR OF REACH IN COOLERS AND FREEZERS IN NEED OF DETAIL CLEANING TO REMOVE ALL FOOD SPILLS AND BUILD UP. INSTRUCTED TO CLEAN AND MAINTAIN ALL COOLERS. |",192
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: RUBBER GASKETS ON REACH IN COOLERS IN NEED OF CLEANING AND OR REPLACING WHERE WORN. INSTRUCTED TO CORRECT AND MAINTAIN.  | 49. NON-FOOD/FOOD CONTACT SURFACE",193
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: Raw wood shelves noted in walk-in cooler, instructed manager to paint and seal.",194
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-601.11(C) OBSERVED ALL HEAVY COOKING EQUIPMENT, DISPLAY COOLERS, ROLLING CARTS, AND SHELVING UNITS ENCRUSTED WITH GREASE AND DRIED FOOD DEBRIS INSTRUCTED TO CLEAN, SANITIZE, AND MAINTAIN. | 55. PHYSI",195
49,NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED BUILD UP OF RESIDUE ON INTERIORS OF ALL COLD HOLD UNITS IN FRONT PREP AREA. INSTRUCTED PERSON IN CHARGE TO CLEAN AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Co,196
49,NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED DEBRIS ON BOTTOMS OF 2-DOOR REACH IN COOLER IN REAR MEAT PREP AREA. INSTRUCTED PERSON IN CHARGE TO CLEAN AND MAINTAIN.,197
5,"PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: FOUND PROCEDURE/PLAN ON SITE HOWEVER KIT NOT COMPLETE MISSING FACE MASK, MOPS ETC FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS, INSTRUCTED FACILITY TO MAINTAIN ANY APPROPRIATE S",198
5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: NO PROCEDURE IN PLACE FOR RESPONDING TO VOMITNG AND DIARRHEAL EVENTS. INSTD TO PROVIDE PROCEDURE AND NECESSARY SUPPLIES EFFECTIVE AGAINST NOROVIRUS PRIORITY FOUNDATION ISSUED 7-38-,199
51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO VISIBLE BACK FLOW PREVENTER DEVICE ON ESPRESSO MACHINE WATER LINE LOCATED AT COFFEE STATION PREP AREA. MUST INSTALL. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBS,200
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments:  6-201.11--- CRACKED/DAMAGED/MISSING FLOOR TILES IN THE FRONT CASHIER/PREP AREA. MUST REPLACE.----OPENINGS IN THE CEILING AROUND PIPING IN THE MAIN KITCHEN.----OPEN CRACK/CREVICE IN THE CO",201
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.12: INTERIOR OF STUDENT RESTROOMS AND MOP CLOSETS IS SOILED WITH GARBAGE DEBRIS ON FLOOR. FACILITY MUST CLEAN AND MAINTAIN.",202
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FOOD SPLATTER, STAINS ON WALL LEFT OF PREP STATION IN FOOD PREP AREA JUST BEHIND THE DOOR. PAINT APPEARS TO BE WEARING IN AREA FROM CONSTANT WIPING.  SUGGESTED COVERAGE IF POSSIBL",203
56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED BLOWN OUT LIGHTBULB IN UTILITY CLOSET LOCATED ON THE FOURTH FLOOR. INSTRUCTED TO REPLACE BLOWN OUT LIGHTBULB.,204
8,"HANDS CLEAN & PROPERLY WASHED - Comments: OBSERVED MALE EMPLOYEE SEVERAL TIMES HANDLE MONEY WITH BARE HANDS,AND THEN USE HAND SANITIZER AND PUT ON ANOTHER PAIR OF GLOVES AND HANDLE READY TO EAT BREAD AND TCS ITEMS WITHOUT WASHING HANDS.MUST WASH HANDS",205
DAL_044963,Violation Description - 1,206
DAL_056706,Violation Description - 1,207
DAL_058450,Violation Description - 1,208
DAL_061363,Violation Description - 1,209
DAL_062672,Violation Description - 1,210
DAL_064301,Violation Description - 1,211
DAL_064548,Violation Description - 1,212
DAL_065792,Violation Description - 1,213
DAL_068839,Violation Description - 1,214
DAL_077449,Violation Description - 1,215
DAL_082357,Violation Description - 1,216
DAL_089341,Violation Description - 1,217
DAL_101916,Violation Description - 1,218
DAL_110615,Violation Description - 1,219
DAL_111302,Violation Description - 1,220
DAL_111996,Violation Description - 1,221
DAL_120629,Violation Description - 1,222
DAL_124791,Violation Description - 1,223
DAL_137851,Violation Description - 1,224
DAL_138216,Violation Description - 1,225
DAL_141041,Violation Description - 1,226
DAL_149048,Violation Description - 1,227
DAL_149546,Violation Description - 1,228
DAL_151210,Violation Description - 1,229
DAL_151914,Violation Description - 1,230
DAL_154353,Violation Description - 1,231
DAL_155906,Violation Description - 1,232
DAL_155956,Violation Description - 1,233
DAL_163077,Violation Description - 1,234
DAL_164805,Violation Description - 1,235
DAL_167683,Violation Description - 1,236
DAL_176326,Violation Description - 1,237
DAL_180378,Violation Description - 1,238
DAL_183925,Violation Description - 1,239
DAL_185825,Violation Description - 1,240
DAL_189130,Violation Description - 1,241
DAL_193221,Violation Description - 1,242
DAL_202355,Violation Description - 1,243
DAL_211539,Violation Description - 1,244
DAL_215218,Violation Description - 1,245
DAL_217851,Violation Description - 1,246
DAL_218616,Violation Description - 1,247
DAL_226314,Violation Description - 1,248
DAL_234274,Violation Description - 1,249
DAL_252179,Violation Description - 1,250
1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: 2-101.11 OBSERVED PERSON IN CHARGE WITHOUT A VALID CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER'S CERTIFICATE. INSTRUCTED TO MEET REQUIREMENT. PRIORITY FOUNDATION 7-3",251
1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: PERSON IN CHARGE DOES NOT HAVE A VALID CITY OF CHICAGO SANITATION CERTIFICATE ON POSTED ON THE PREMISES. PRIORITY FOUNDATION VIOLATION. | 2. CITY OF CHICAGO FOOD SERVICE",252
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 6-301.14 OBSERVED A HAND WASHING SIGN IS NEEDED AT THE DRINK STATION HAND WASHING SINK. INSTRUCTED TO PROVIDE. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-302.1,253
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 6-301.14: **C** Handwashing Signage NO HAND WASHING SIGNAGE AT THE HAND WASHING SINKS. INSTRUCTED TO PROVIDE HAND WASHING SIGNS AND MAINTAIN. | 48. WAREWASHING FACILITIES: INSTAL,254
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: INSTRUCTED TO PROVIDE HANDWASHING SIGNAGE AT ALL HANDSINK ON PREMISES (PREP, BAR, WASHROOMS) | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: INSTRUCTED TO DETAIL CLE",255
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: INSTRUCTED TO PROVIDE HANDWASHING SIGNAGE AT HAND SINK BEHIND THE BAR. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: INSTRUCTED TO PROVIDE THERMOMETER VISIBLE INSIDE THE WAL,256
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: MAXIMUM TEMPERATURES OF 68.9F IN MEN AND WOMEN'S WASHROOMS ON NORTH SIDE OF ANNEX. ALL HANDWASHING SINKS MUST REACH MINIMUM TEMPERATURE OF 100F. PRIORITY. 7-38-030(c). NO CITATIO,257
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: MUST PROVIDE HANDWASHING SIGN IN RESTROOM. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: FRONT DOOR NOT PROTECTED, APPROXIMATELY 1/4 INCH GAP AT BOTTOM OF DOUBLE DOOR",258
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HANDSINK IN DRINK STATION/DINING ROOM ADDITION AREA WHERE DRINKS ARE SERVED. INSTRUCTED PERSON IN CHARGE TO INSTALL HANDSINK WITH HOT AND COLD WATER UNDER CITY PRESSU,259
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED TIMED FAUCETS NOT FUNCTIONING PROPERLY IN UNISEX WASHROOM NEAR LOADING DOCK AND KINDERGARTEN WASHROOM 129. INSTRUCTED MANAGER TO REPAIR. FAUCETS MUST RUN CONTIONOUSLY FO,260
15,FOOD SEPARATED AND PROTECTED - Comments: OBSERVED CROSS CONTAMINATION BETWEEN RAW CHICKEN AND RAW BEEF IN THE MEAT DISPLAY CASE.  OBSERVED RAW BREADED CHICKEN IN DIRECT CONTACT WITH RAW BREADED BEEF IN THE MEAT DISPLAY CASE.  ALSO OBSERVED RAW CHICKE,261
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CHICAGO FOOD SANITATION MANAGER ON SITE OR VALID CITY OF CHICAGO CERTIFICATE POSTED. INSTRUCTED MANAGER TO OBTAIN CITY OF CHICAGO CERTIFICATE AND POST FOR VIEWING. A CHICAGO F,262
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO VALID CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER OR CERTIFICATE POSTED ON SITE WHILE TIME/TEMPERATURE CONTROL FOR SAFETY FOODS (CHICKEN AND MILK) ARE BEING PREPARED AND S,263
3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NO EMPLOYEE HEALTH POLICY IN PLACE. INSTD TO PROVIDE AN EMPLOYEE ACKNOWLEDGED HEALTH POLICY AND MAINTAIN ON SITE. PRIORITY FOUNDATION 7-38-010 |",264
3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NO EMPLOYEE HEALTH POLICY ON SITE. INSTRUCTED TO PROVIDE VERIFICATION FOR EACH EMPLOYEE ON SITE AT ALL TIMES. PRIORITY FOUNDATION. 7-38-010. NO C",265
3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO PROOF OF A VERIFIABLE WRITTEN EMPLOYEE HEALTH POLICY ON SITE. INSTRUCTED TO OBTAIN AND MAINTAIN A VERIFIABLE WRITTEN EMPLOYEE HEALTH",266
80,36,267
37,"FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-203.11: WHITE PLASTIC CONTAINERS WITH DRY FOOD NOT LABELED. INSTRUCTED TO LABEL WITH A COMMON NAME. BASEMENT PREP AREA | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTR",268
37,"FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: Bulk food containers not labeled, instructed to label and maintain. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: Inadequate lighting in both walk-in coolers, instructed",269
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments:  6-202.15 : OBSERVED A GAP ALONG BOTTOM OF FRONT EXIT DOOR,REAR GARBAGE DOOR . MUST MAKE DOORS TIGHT FITTING TO PREVENT RODENT ENTRY. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: STILL",270
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-501.111  OBSERVED APPROX. 50 LIVE SMALL FLYING INSECTS ON THE WALLS, METAL DUCTWORK AND CEILING BEHIND THE BAR AND IN THE DINING AREA.  ADDITIONAL PEST CONTROL SERVICE IS NEEDED TO ELIMINATE THE P",271
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED BOTTOM AREAS OF BASEMENT ENTRY DOOR NOT RODENT PROOF. INSTRUCTED TO REPAIR. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: EVIDENCE OF IMPROPER PEST CONTROL ON SITE. OBSERVED 26",272
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED DEAD INSECTS, SPIDERS AND WEBS IN PLACE ON WINDOWSILLS THROUGHOUT FACILITY. INSTRUCTED TO REMOVE. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: NO SERVICE SINK ON PREMISE. I",273
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED EVIDENCE OF PEST ACTIVITY IN FURNACE ROOM LOCATED IN THE REAR OF THE KITCHEN FOOD SERVICE AREA. OBSERVED APPROX 60-75 DROPPINGS, OBSERVED SMALL FLIES IN THE DISH WASHING AREA UNDER AND AROU",274
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED MICE ACTIVITY IN REAR STORAGE AREAS, UNDER CASHIER COUNTERS, UNDER CHIPS AND SODA AISLES. APPROX 100  DROPPINGS. OBSERVED APPROXIMATELY 15 LIVE ROACHES IN REAR PREP AREA NEAR WASHROOM, WATE",275
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED SEVERAL DEAD BUGS IN BASEMENT NEAR BOTOM OF STAIR AREA.  INSTRUCTED TO CLEAN AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED A BUILD UP OF DIRT A",276
41,"WIPING CLOTHS: PROPERLY USED & STORED - Comments:  3-304.14 A BUCKET WITH SANITIZE SOLUTION AND LINEN MUST BE PROVIDED AT PREP TABLES  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-101.19 WATER",277
45,SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: OBSERVED SINGLE SERVICE ARTICLES AND UTENSILS NOT INVERTED IN PREP AREA. INSTRUCTED MANAGER TO INVERT ALL SINGLE SERVICE ARTICLES TO PROTECT FROM CONTAMINATION. | 47. FOOD & NON-F,278
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments:  4-501.11--- TORN RUBBER DOOR GASKET ON THE COOKS LINE TWO DOOR COOLER. MUST REPLACE/REPAIR. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: :",279
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED LID OF STORAGE CONTAINER WITH SOIL BUILD UP. INSTRUCTED MANAGER TO CLEAN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED HEAVILY STAINED CEILING TILE IN TOILET R",280
5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: 2-501.11 FOUND NO PROCEDURE/PLAN AND KIT FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS. INSTRUCTED FACILITY TO DEVELOP AND MAINTAIN A PROCEDURE/PLAN AND TO MAINTAIN ANY APPROPRIA,281
5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO KIT  ON SITE FOR RESPONDING TO VOMIT AND DIARRHEA AT TIME OF INSPECTION. INSTRUCTED TO MAINTAIN KIT CONTAINING ALL NECESSARY SUPPLIES INCLUDING A SANITIZER RATED AS EFF,282
